#: table_doi: 10.17182/hepdata.58995.v1/t151
#: name: Table 151
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 14 to 19 GeV.

#: data_file: Table151.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00110492,1.98886e-05,-1.98886e-05,8.58147e-05,-8.58147e-05
0.75,0.5,1.0,0.00146476,2.05066e-05,-2.05066e-05,9.10274e-05,-9.10274e-05
1.5,1.0,2.0,0.00131846,1.31846e-05,-1.31846e-05,5.49183e-05,-5.49183e-05
2.5,2.0,3.0,0.00152216,1.21773e-05,-1.21773e-05,7.0333e-05,-7.0333e-05
3.5,3.0,4.0,0.00160988,1.12692e-05,-1.12692e-05,9.1296e-05,-9.1296e-05
4.5,4.0,5.0,0.00166093,1.16265e-05,-1.16265e-05,0.000107242,-0.000107242
5.5,5.0,6.0,0.00161697,9.70184e-06,-9.70184e-06,0.000101561,-0.000101561
6.5,6.0,7.0,0.00152252,9.1351e-06,-9.1351e-06,9.70716e-05,-9.70716e-05
7.5,7.0,8.0,0.00142631,8.55784e-06,-8.55784e-06,8.56734e-05,-8.56734e-05
8.5,8.0,9.0,0.00129622,7.77735e-06,-7.77735e-06,7.21707e-05,-7.21707e-05
9.5,9.0,10.0,0.00118588,7.11526e-06,-7.11526e-06,7.0047e-05,-7.0047e-05
11.0,10.0,12.0,0.00098887,5.93322e-06,-5.93322e-06,5.24008e-05,-5.24008e-05
13.5,12.0,15.0,0.00070925,4.2555e-06,-4.2555e-06,5.32458e-05,-5.32458e-05
16.5,15.0,18.0,0.000450508,3.15356e-06,-3.15356e-06,3.36889e-05,-3.36889e-05
19.5,18.0,21.0,0.000273377,2.4604e-06,-2.4604e-06,2.81884e-05,-2.81884e-05
22.5,21.0,24.0,0.000155691,1.7126e-06,-1.7126e-06,2.20614e-05,-2.20614e-05
25.5,24.0,27.0,8.20744e-05,1.23112e-06,-1.23112e-06,1.60556e-05,-1.60556e-05
28.5,27.0,30.0,4.19706e-05,8.39412e-07,-8.39412e-07,8.92929e-06,-8.92929e-06
31.5,30.0,33.0,2.13296e-05,5.97228e-07,-5.97228e-07,5.31668e-06,-5.31668e-06
34.5,33.0,36.0,1.04524e-05,4.39003e-07,-4.39003e-07,3.21164e-06,-3.21164e-06
37.5,36.0,39.0,4.3382e-06,2.81984e-07,-2.81984e-07,1.42321e-06,-1.42321e-06
40.5,39.0,42.0,1.3855e-06,1.42711e-07,-1.42711e-07,4.54547e-07,-4.54547e-07

