#: table_doi: 10.17182/hepdata.90831.v1/t378
#: name: table no 378
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),transverse region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_378.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
4.5,4.45,4.55,0.01567,0.00085,-0.00085,0.00058,-0.00058,0.00045,-0.00045
4.6,4.55,4.65,0.01498,0.00088,-0.00088,0.00018,-0.00018,0.00036,-0.00036
4.7,4.65,4.75,0.013,0.0007,-0.0007,0.0004,-0.0004,0.0004,-0.0004
4.8,4.75,4.85,0.01236,0.00075,-0.00075,0.00164,-0.00164,0.0005,-0.0005
4.9,4.85,4.95,0.01153,0.00068,-0.00068,0.00116,-0.00116,0.00049,-0.00049
5.0,4.95,5.05,0.01048,0.00075,-0.00075,0.00039,-0.00039,0.00034,-0.00034
5.1,5.05,5.15,0.01019,0.00066,-0.00066,0.00126,-0.00126,0.00027,-0.00027
5.2,5.15,5.25,0.00997,0.00065,-0.00065,0.00069,-0.00069,0.00027,-0.00027
5.3,5.25,5.35,0.00901,0.00061,-0.00061,0.00045,-0.00045,0.00032,-0.00032
5.4,5.35,5.45,0.00892,0.00064,-0.00064,0.00061,-0.00061,0.00028,-0.00028

