#: table_doi: 10.17182/hepdata.90831.v1/t401
#: name: table no 401
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),away region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_401.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
3.5999999999999996,3.55,3.65,0.04801,0.00088,-0.00088,0.00056,-0.00056,0.00025,-0.00025
3.7,3.65,3.75,0.04435,0.00085,-0.00085,0.00034,-0.00034,0.00026,-0.00026
3.8,3.75,3.85,0.04298,0.00086,-0.00086,0.00022,-0.00022,0.00031,-0.00031
3.9000000000000004,3.85,3.95,0.04178,0.00085,-0.00085,0.00025,-0.00025,0.00033,-0.00033
4.0,3.95,4.05,0.03914,0.00082,-0.00082,0.00048,-0.00048,0.00036,-0.00036
4.1,4.05,4.15,0.03671,0.00077,-0.00077,0.00034,-0.00034,0.00032,-0.00032
4.2,4.15,4.25,0.03342,0.00072,-0.00072,0.00044,-0.00044,0.00035,-0.00035
4.3,4.25,4.35,0.03354,0.00068,-0.00068,0.00042,-0.00042,0.00035,-0.00035
4.4,4.35,4.45,0.03199,0.00067,-0.00067,0.00036,-0.00036,0.00034,-0.00034
4.5,4.45,4.55,0.03108,0.00066,-0.00066,0.00041,-0.00041,0.00025,-0.00025
4.6,4.55,4.65,0.02869,0.00066,-0.00066,0.00023,-0.00023,0.00023,-0.00023
4.7,4.65,4.75,0.02887,0.00062,-0.00062,0.00028,-0.00028,0.00018,-0.00018
4.8,4.75,4.85,0.02767,0.00064,-0.00064,0.00034,-0.00034,0.0002,-0.0002
4.9,4.85,4.95,0.02524,0.00056,-0.00056,0.00023,-0.00023,0.00019,-0.00019
5.0,4.95,5.05,0.02409,0.00054,-0.00054,0.0002,-0.0002,0.00024,-0.00024
5.1,5.05,5.15,0.02447,0.00055,-0.00055,0.00013,-0.00013,0.00022,-0.00022
5.2,5.15,5.25,0.02395,0.00057,-0.00057,0.00034,-0.00034,0.00019,-0.00019
5.3,5.25,5.35,0.0224,0.00053,-0.00053,0.00055,-0.00055,0.00017,-0.00017
5.4,5.35,5.45,0.02035,0.00048,-0.00048,0.00013,-0.00013,0.00018,-0.00018

