#: table_doi: 10.17182/hepdata.90831.v1/t370
#: name: table no 370
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),toward region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_370.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
4.3,4.25,4.35,0.0147,0.00071,-0.00071,0.00097,-0.00097,0.00034,-0.00034
4.4,4.35,4.45,0.0134,0.0008,-0.0008,0.0005,-0.0005,0.0004,-0.0004
4.5,4.45,4.55,0.01187,0.00072,-0.00072,0.00091,-0.00091,0.00039,-0.00039
4.6,4.55,4.65,0.01074,0.00068,-0.00068,0.00027,-0.00027,0.00039,-0.00039
4.7,4.65,4.75,0.01073,0.00069,-0.00069,0.0006,-0.0006,0.00032,-0.00032
4.8,4.75,4.85,0.01002,0.00064,-0.00064,0.00034,-0.00034,0.00023,-0.00023
4.9,4.85,4.95,0.00929,0.00057,-0.00057,0.00082,-0.00082,0.00027,-0.00027
5.0,4.95,5.05,0.00947,0.00069,-0.00069,0.00105,-0.00105,0.00034,-0.00034
5.1,5.05,5.15,0.0077,0.00057,-0.00057,0.00024,-0.00024,0.00045,-0.00045
5.2,5.15,5.25,0.00919,0.00072,-0.00072,0.00024,-0.00024,0.00047,-0.00047
5.3,5.25,5.35,0.00763,0.00054,-0.00054,0.00098,-0.00098,0.00054,-0.00054
5.4,5.35,5.45,0.00726,0.00059,-0.00059,0.00039,-0.00039,0.00051,-0.00051

